"","x1","text.x","time.x","name.x","party.x","...1","text.y","time.y","name.y","party.y","for_blm","against_blm","topic_blm"
"600",72432,"In 15 minutes, I'll hold a virtual press conference to provide updates in the fight against #COVID19. 

Tune in live at 2:30 p.m. ET (1:30 p.m. CT).
 Watch livestream: http://bit.ly/3bhQu4i
 Twitter live",2020-05-07 18:15:09,"Eric Holcomb","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"601",166531,"LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!",2020-07-29 13:02:06,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"602",27181,"Gov. Andy Beshear on Wednesday updated Kentuckians on the state’s continuing efforts to fight #COVID19. https://go.usa.gov/xGyUS",2020-09-23 22:32:42,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"603",122129,"These recommendations reflect the questions and ideas brought to us by businesses of every size, background and region in the state – and prioritize public health as our guiding light. 

You can’t build a strong economy if people aren’t comfortable being a part of it.",2020-05-24 20:53:11,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"604",10174,".
@BrentSanfordND
 and I have long championed the opportunity to harness CO2 as an input for value-added industries. 
@JamestownND
’s announcement today of a planned commercial greenhouse is great news for agriculture and ND's economy as a whole!",2020-08-25 22:32:21,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"605",166460,"LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home! https://pscp.tv/w/cgE8nDFNV0V3b3JiUlpFYll8MWpNSmdYWmdPWk14TPBZaTeew7FqgK-WjvKCVODehf4BOCRdvFIW8UR3utK3…",2020-08-11 13:01:16,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"606",30759,"As if 2020 hasn’t dealt enough surprises already, make sure to watch out for and avoid Lion’s Mane Jellyfish that have been spotted at Jenness Beach in Rye.",2020-06-24 15:45:59,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"607",190329,"My Racial Justice Council will center the voices that have too often been left out of critical conversations at the state capitol. Now is the time for us to come together to make a lasting impact.
https://oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=37069…",2020-07-31 19:59:45,"Kate Brown","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"608",30925,"In the wake of #COVID19, it’s more important than ever to ensure that information is readily accessible to all Granite Staters. Following our press conferences, transcripts will now be made available at http://Governor.nh.gov. Read more: https://drcnh.org/press-releases/state-commits-to-increase-accessibility-for-people-with-disabilities/…",2020-05-26 23:43:00,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"609",98026,"With renewed attention on systemic racism, including but not limited to police brutality, this is a good time for all New Mexicans to pause & reflect & pray for a more just society for all & to contribute to the essential ongoing & urgent work of making that society a reality.",2020-06-19 00:02:19,"Michelle Lujan Grisham","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"610",139424,"Alright, alright, alright. 
@McConaughey
 

#TexansHelpingTexans",2020-05-22 19:14:14,"Greg Abbott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"611",13043,"It’s not too early to get your flu shot, and the flu vaccine is currently available.

We’ve been able to make significant progress in the fight against COVID-19. We can’t let up now. Find out more at http://azhealth.gov 5/5",2020-08-31 22:15:00,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"612",88872,"Prior to that, she served Indiana Governors Mitch Daniels, Mike Pence, and Eric Holcomb as the Chief Medical Officer with the Indiana Department of Health and as the Medical Director for the Department’s Division of Public Health and Preparedness.",2020-09-10 18:42:34,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"613",89882,"Saturday and Sunday are Free Fishing Days in #Ohio! There is no license required to fish in any of Ohio’s public waters this weekend -  including Lake Erie and the Ohio River. 
 

#StaySafeOhio
#ResponsibleRecreation",2020-06-19 16:25:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"614",27599,"Flexibility for our schools is absolutely critical during this pandemic. All of this flexibility is made possible by the declaration of emergency which the Kentucky Supreme Court stepped in to keep in place. 
#HealthyatSchool #HealthyatWork",2020-07-22 14:17:10,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"615",153818,"Today, the 
@LADeptHealth
 reports 1,843 new COVID-19 cases to the state since July 8, 2020. 

97% of the cases reported today were community spread. 39% of the cases today are of individuals aged 29 and under.

COVID-19 is not done with Louisiana. #lagov #lalege",2020-07-09 17:20:15,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"616",60965,"June Dairy Month is a proud tradition in our state and there’s no better way to start the summer than by eating plenty of curds and ice cream to support our farmers and Ag. industry. 

We’re America’s Dairyland, and that’s one thing COVID-19 won’t change.",2020-06-16 14:42:43,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"617",111783,"Today is also the last day to mail back your ballot. After today, you must drop it off at a safe and secure drop box or a voting center to ensure it is received by 7 PM on Election Day.",2020-10-26 14:14:36,"Jared Polis","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"618",131458,"We are live providing the 
@TulsaChamber
 State of the State Address.

Tune in",2020-08-04 17:09:04,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"619",115014,"Thanks Senator Hegeman for your support.",2020-05-27 23:11:00,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"620",113928,"Today, I am happy to announce over $133 million to support critical services in several areas, including nearly $95 million in #CARESAct funding and $40 million in General Revenue. 

Nearly $100 million of these funds will support K-12 and higher education.",2020-10-07 20:09:02,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"621",151370,"I strongly disagree with Montgomery County’s decision to mandate the closure of private and parochial schools. My full statement:",2020-08-01 19:22:17,"Larry Hogan","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"622",139236,"Republicans are going to win. 

Up and down the ballot. 

All across the state. 

#KeepTexasRed",2020-10-10 14:57:08,"Greg Abbott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"623",176898,"“Given the disproportionate impact this pandemic has had on minority communities, it is more vital than ever for us to ensure that all North Carolina businesses have equal access to these funds,” - Gov. Cooper",2020-05-19 20:02:24,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"624",90216,"Scammers feed on fear and uncertainty - don't let them.  

More information on avoiding #COVID19 scams:  http://bit.ly/35qCzqT

#InThisTogetherOhio",2020-05-28 12:14:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"625",102595,"UPDATE: We have 470 new positive #COVID19 cases, bringing our total to 167,426.
• Atlantic: 2,539
• Bergen: 18,901
• Burlington: 4,929
• Camden: 7,040
• Cape May: 681
• Cumberland: 2,728
• Essex: 18,388
• Gloucester: 2,423
• Hudson: 18,744
• Hunterdon: 1,042",2020-06-16 17:36:29,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"626",55420,"Tomorrow is #TakeBackDay—I encourage Virginians to use this opportunity to safely and properly dispose of any unneeded or expired prescription medications, and help keep your family and community safe.
To find a collection site near you, visit https://takebackday.dea.gov.",2020-10-23 21:30:42,"Ralph Northam","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"627",159372,"Energy efficiency is a key strategy to meeting our climate goals and helps reduce greenhouse gas emissions. We continue to help residents and businesses invest in energy efficient upgrades to lower energy bills and we’re committed to supporting all communities improve efficiency.",2020-10-07 19:24:32,"Charlie Baker","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"628",101737,"Depending on where you are in inland New Jersey, you should expect drenching rains through tomorrow, and heavy winds.

Along the coastline, your biggest threat will be the winds, which may also mean some storm surge flooding.",2020-08-03 17:03:43,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"629",72132,"Very proud to see 
@INDairport
 continue to receive the recognition it deserves.",2020-07-08 16:14:40,"Eric Holcomb","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"630",12892,"As part of America’s Greatest Generation, George and his fellow airmen will be a cherished part of our nation’s history forever. We are grateful for his service. My sincere condolences go out to his family. #RIP 5/5",2020-09-22 18:00:03,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"631",103654,"• Mercer: 4,743
• Middlesex: 13,142
• Monmouth: 6,490
• Morris: 5,625
• Ocean: 7,060
• Passaic: 13,797
• Salem: 347
• Somerset: 3,820
• Sussex: 987
• Union: 13,503
• Warren: 982
• Under Investigation: 550",2020-05-05 17:36:52,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"632",90145,"Live now on http://ohiochannel.gov: 
@OSHP
 Col. Richard Fambro updating on the involvement of the Ohio State Highway Patrol on their efforts to ensure the safety of those who are peacefully demonstrating.",2020-06-02 18:09:33,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"633",30404,"THREAD: A national survey released this week ranks NH's public schools in the top five safest in reopening. As of today, we had 60 total cases out of 192,000 students, which is 0.3% of the total school population. Overall, transmission rates in schools remain minimal statewide.",2020-10-01 19:26:45,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"634",90601,"For #Ohio's updated #COVID19 case data, visit 
http://coronavirus.ohio.gov

#InThisTogetherOhio
#StaySafeOhio 
#ResponsibleRestartOhio",2020-05-02 18:05:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"635",77144,"This money will also help launch a first-of-its-kind COVID-19 modeling pilot project with 
@IHME_UW
. 

It will help predict and prevent future outbreaks so when businesses open, they stay open.",2020-10-08 22:58:05,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"636",28879,"It is important that students have a voice when it comes to their education in Tennessee. 

I am happy to appoint Garren Hamby of Eagleville to join the 
@SBEd_TN
 as our student member. Garren will bring valuable insight and perspective to the board’s discussions and decisions.",2020-09-23 18:16:16,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"637",77092,"Efforts to meddle in our elections are not new in this country. Fortunately, Washington state has a strong system in place to secure voters' information.

Rest assured - your right to vote and your right to privacy are protected in WA.

My full statement",2020-10-23 19:06:35,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"638",40748,"I enjoyed meeting with the 
@huntsvillealcoc
 virtually this afternoon. The Huntsville/Madison County Chamber sets a great example for chambers across our state, and I’m sincerely thankful for all that they do each day to make Alabama better. #alpolitics #TogetherAL",2020-06-25 19:42:55,"Kay Ivey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"639",115235,"The health & safety of Missourians will always be our first priority, but as we move forward, we must also begin to focus on economic recovery. Restarting the economy was dependent on health care capacity and getting the virus under control. I’m confident we have done just that.",2020-05-12 20:02:40,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"640",89603,"More info: http://jfs.ohio.gov/ouio/SharedWorkOhio…",2020-07-09 18:45:33,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"641",13291,"REMINDER: Resources and assistance for businesses during #COVID19 has been made available via 
@azcommerce
 and can be found here: https://azcommerce.com/covid-19/ 2/2",2020-07-29 21:20:32,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"642",100822,"We won’t sit idly by as New Jerseyans wonder aloud whether the Supreme Court will overturn Roe v. Wade.

Later today, I will announce my support for legislation codifying everyone’s full reproductive rights into law.",2020-10-02 15:35:27,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"643",114455,"It’s not just about your own health. You can bring this virus to someone more vulnerable than yourself. 

To learn more, visit http://Health.Mo.Gov/coronavirus.",2020-08-03 16:27:59,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"644",118948,"I know some may worry that we’ll see a flood of people from other states. I want to remind everyone that campgrounds/marinas/cottages were at 100% capacity all summer but we saw decreased travel compared to 2019. And we have a travel policy in place. 6/10",2020-09-18 15:14:48,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"645",40703,"JumpStartAL will help ensure that we are positioned to attract the jobs of tomorrow by educating and training Alabamians to take advantage of the opportunities those jobs will provide. ⁦
@MadeinAL
⁩⁦⁩ ⁦
@alabamapower
⁩ ⁦
@ALWorksSystem
⁩",2020-07-15 15:24:08,"Kay Ivey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"646",121266,"Flu season is around the corner, so don’t wait to get your shot — they’re widely available and come at no cost to you. As Dr. Ezike says, let’s #SleeveUp, Illinois.",2020-10-25 14:00:08,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"647",29316,"Today, we honor the law enforcement officers who faithfully serve our communities each and every day. Flags over the Tennessee State Capitol and all state office buildings are flying at half-staff on this #PeaceOfficersMemorialDay.",2020-05-15 19:30:00,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"648",124721,"As we mourn her loss, we also cherish her legacy. Inspired by her work, we'll continue to build a culture that values and respects the lives of babies waiting to be born.",2020-08-23 21:54:47,"Pete Ricketts","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"649",28843,".
@MariaLeeTN
 and I are praying for President Trump and First Lady Melania’s swift recovery and for all others affected by this virus.",2020-10-02 13:27:11,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"650",146549,"Subtítulos en Español:",2020-08-25 17:48:20,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"651",119214,"That’s why -- three weeks ago -- I proposed phase one of a $400 million-dollar package using Federal CARES Act money, to address the immediate cash needs of businesses. 

https://governor.vermont.gov/press-release/governor-phil-scott-announces-first-economic-relief-and-recovery-package…

3/6",2020-06-12 16:18:48,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"652",166274,"Here are today’s testing sites.

-If you have a symptom, stay home and call your doctor. 
-If your doctor isn’t available or cannot give you a COVID-19 test, visit a free public testing site near you. 
-Stay home while you await results.",2020-09-01 10:00:15,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"653",26980,"Masks crucial as #COVID19 cases rise across Kentucky, United States. https://go.usa.gov/x7ggH",2020-10-23 20:56:43,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"654",153444,"Today, I met with officials from Winn, Grant, Natchitoches and Sabine parishes about the state’s response to #HurricaneLaura. Local, state and federal partners are working tirelessly to help the people from every affected area get back on their feet. #Laura #lagov",2020-09-06 01:29:32,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"655",166051,"Today, the bells will toll at the National Fallen Firefighters Memorial and across the country in honor and memory of those who lost their lives in the line of duty. We take a moment to reflect on their unselfish service, and send love and strength to those whom they left behind.",2020-10-04 11:00:10,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"656",146323,"Lots of slots are left at the walk-up community testing event today at Woodbridge Middle School in Bridgeville.

Reserve a free test: http://delaware.curativeinc.com
For a full list of testing sites: http://de.gov/gettested",2020-10-22 17:06:41,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"657",46049,"If your county is moving to green:
 It has done a good job at getting cases down and increasing ICU capacity, and has a lower risk when it comes to population density and travel patterns.",2020-05-27 15:55:24,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"658",89320,"For today's updated #COVID19 data, please visit http://coronavirus.ohio.gov. 

#InThisTogetherOhio #MasksOnOhio",2020-07-31 18:03:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"659",167003,"3/ The District has reached 15 days of sustained decrease in community spread of COVID-19. That data is represented in the chart below.",2020-05-28 14:27:22,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"660",121606,"Governor Pritzker Joins Local Leaders to Discuss the COVID-19 Response in the Metro East Region",2020-08-17 18:25:11,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"661",89125,"Congratulations to 
@OhioDNR
's new natural resource officers!",2020-08-18 17:11:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"662",46024,"Today I signed a budget that sustains education and supports communities amid the pandemic.

This is an encouraging step in the right direction. But more needs to be done to ensure PA has the resources it needs to protect key programs and investments. http://on.pa.gov/2XG3onI",2020-05-29 20:33:37,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"663",101783,"I know it’s been a long four months.

But, we cannot become complacent and take irresponsible risks that put our families and communities at risk.

We’ve worked too hard to get to where we are now – we can’t slide backward.
 
Keep it up.",2020-07-29 17:24:42,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"664",82642,"The Consequences of Lockdowns
https://news.sd.gov/newsitem.aspx?id=27250…",2020-09-04 00:38:35,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"665",113974,"Today, we announced that five Missouri colleges are grant recipients of over $5 million in #CARESAct Child Care Plan funding to improve the quality and availability of child care and early education programs.",2020-10-01 21:56:02,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"666",10140,"Happy 73rd Birthday to the 
@usairforce
! In North Dakota, we're deeply grateful to have the 
@319thRW
 in Grand Forks and 
@TeamMinot
 working hard every day to protect our nation and defend our freedoms alongside the 
@NDNationalGuard
, making our communities even safer and stronger.",2020-09-18 13:50:13,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"667",133621,"Minnesota is at its best when we’re looking out for each other. The House and Senate DFL engaged Minnesotans, community groups, and legislators to lay out a vision for improving the quality of life of ALL Minnesotans. Read more",2020-08-03 17:51:36,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"668",60674,"Our local public health officials have stepped up in a big way to keep our friends, our families, our students, and our communities healthy and safe. On behalf of myself and the state of Wisconsin, thank you!",2020-09-16 23:17:35,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"669",23420,"If a former Mayor of San Francisco can visit the Dodger Stadium -- anything is possible.

Get out and VOTE!",2020-10-31 02:05:24,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"670",34490,"Thank you to all the volunteers across Alaska who have given their time and service to those in need. This year, Rose and I are especially grateful for those who have stepped up in countless ways in the fight against #COVID19. 

Thank you all!

https://facebook.com/2040709235996726/videos/1592089240949177/… 

#akgov",2020-05-18 19:47:29,"Mike Dunleavy","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"671",118879,"I want to reiterate: Our schools reflect our communities. If the virus is suppressed in the community, it keeps the risk of a school outbreak low. We must remain vigilant: Wear a mask, keep 6 ft. of distance, wash your hands, stay home when sick & consider getting a flu shot. 7/9",2020-10-09 15:10:20,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"672",176133,"As of today, we have 238,939 cases; 2,532 new cases reported since yesterday, which is our highest one-day record; 1,140 people in the hospital, and sadly 3,874 people who have died. We pray for those we’ve lost and everyone who is mourning a loved one right now.",2020-10-15 19:02:26,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"673",133458,"What they said 
 

These kids make me hopeful for our future. #MaskUpMN",2020-10-09 17:14:16,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"674",34316,"Keeping Alaskans safe & healthy remains my #1 objective as your governor. Together, we will defeat this invisible enemy.

https://gov.alaska.gov/newsroom/2020/10/28/dunleavy-secures-new-supplies-equipment-facilities-to-fight-covid-19-in-alaska/…

#akgov #COVID19",2020-10-30 18:49:16,"Mike Dunleavy","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"675",129208,"Looking forward to watching the match this afternoon between four legends: 
@TigerWoods
 and Peyton Manning vs. 
@PhilMickelson
 and 
@TomBrady
. It’s good to have sports back in Florida, especially for such a great cause. Hope everyone tunes in.",2020-05-24 16:04:32,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"676",129315,"Pleased to announce our 12th state-supported drive-through testing site today in Sarasota. The state’s drive-through sites have already accounted for over 109,000 tests.",2020-05-05 15:53:50,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"677",176755,"Today I’m proud to have signed Executive Order No. 143 to address disparities in communities of color that are being highlighted and intensified by this pandemic. This Order moves our state forward in several areas.",2020-06-04 20:33:52,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"678",77103,"A postsecondary credential is one of the best paths to solid financial footing.

That’s why Washington established the most equitable financial aid program in the nation – the Washington College Grant.",2020-10-21 23:38:38,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"679",27795,"Federal grant will fund improvements to 11 miles of Parkway https://go.usa.gov/xwPta",2020-06-16 20:12:25,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"680",101723,"I’m signing an E.O. that will allow any public employee eligible for enrollment into the State Health Benefits Plan to immediately enroll upon hire, instead of waiting 60 days.

We must ensure that our workforce has access to health care during this once-in-a-century pandemic.",2020-08-03 17:13:13,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"681",55560,"I’m sending legislators a package that lifts up our Commonwealth's Historically Black Colleges and Universities and funds important cultural sites—it’s time for Virginia to tell the whole story of American history.",2020-08-18 14:00:16,"Ralph Northam","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"682",4286,"The Kemp Family is praying that 
@AllenWest
 has a swift recovery. Great to hear that he’s heading home soon! #gapol",2020-05-24 17:10:05,"Brian Kemp","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"683",102796,"Holding a COVID-19 briefing. WATCH:",2020-06-09 17:01:04,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"684",29371,"ICYMI: Free COVID-19 testing is available to all Tennesseans, regardless of symptoms.

If you feel sick or have been in close contact with someone who is positive for #COVID19, we encourage you to get tested. 

Find a site near you: http://bit.ly/2SkIiJq",2020-05-03 19:00:00,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"685",23818,"Say it with me now...

No one.
Should.
Have to.
Risk.
Their health.
To exercise.
Their right.
To VOTE.",2020-06-19 22:21:37,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"686",28984,"Thank you, Commissioner 
@BradTurnerDIDD
 for your leadership with 
@DIDD_TN
's response to COVID-19",2020-08-26 02:21:30,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"687",146887,"We need to commit ourselves to healing the racial discord, and addressing the systemic inequality that gives rise to it. This shouldn’t be about politics. 

This should be about what kind of country we want America to be.",2020-05-29 16:44:45,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"688",101241,"We’ve been working hard for several months to get to this point.

Our job now is to ensure that this reopening only leads to future announcements expanding the indoor capacity limits, and that we do not have to take a step backward.

Everyone must pull together.",2020-08-31 17:22:20,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"689",153365,"It is unfortunate that thousands of taxpayer dollars were wasted by the Attorney General defending this woefully inadequate emergency election plan. The taxpayers and voters in Louisiana deserve better. #lagov",2020-09-16 19:48:01,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"690",131538,"This year marks the 100th anniversary of the ratification of the 19th amendment. 

To honor this milestone 
@FLOTUS
 is launching an exhibit & is asking students from all 50 states to submit their art. I encourage all Oklahoma students to join!

Learn more
https://womensvote100.org/buildingthemovement…",2020-06-23 13:53:49,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"691",102018,"100% CLEAN ENERGY NEW JERSEY BY 2050
Proud to sign a Memorandum of Understanding with fellow states to develop and implement a Zero Emission Vehicles action plan for trucks and buses. 

http://nj.gov/governor/news/news/562020/approved/20200714a.shtml…",2020-07-14 14:45:42,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"692",23583,"In the toughest of times, I’m grateful for the friendship of 
@KamalaHarris
.

She and 
@JoeBiden
 give me hope.",2020-09-15 22:08:35,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"693",30543,"THREAD: When a positive case is reported in a school, public health officials will contact the individual, and if a student who is under 18, their parents/guardians. Public Health will also notify the school, who will then notify their community.",2020-08-13 19:48:50,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"694",102567,"• Mercer: 523
• Middlesex: 1,094
• Monmouth: 688
• Morris: 640
• Ocean: 828
• Passaic: 1,007
• Salem: 60
• Somerset: 438
• Sussex: 150
• Union: 1,131
• Warren: 140",2020-06-17 17:35:43,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"695",108443,"HAPPENING NOW: News briefing to discuss the latest COVID-19 updates in Connecticut
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-10-13 20:01:33,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"696",46178,"Learn more about the data and guidelines we’re following to make these decisions",2020-05-01 20:55:36,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"697",111818,"Congrats to the 
@nuggets
 on their historic win last night! Colorado is rooting for you in the Western Conference Finals! Go Nuggets!",2020-09-16 14:46:26,"Jared Polis","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"698",23654,"Joining from the Santa Cruz forest—a mile outside of the local evacuation center where folks have had to flee due to the raging fires across our CA.

To say that the urgency of NOW is upon us would be an understatement.

Use your voice. Register.
VOTE.

Our future depends on it.",2020-08-21 00:58:16,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"699",167172,"DC has lost Leroy Tonic, a 95-year-old World War II vet and former DC gov employee.

Let's honor his service to our city and his country, pray for his family, and recognize the sacrifice that our troops make while being denied equal representation.
@johnkelly",2020-05-06 21:36:45,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"700",166137,"Who will speak in the Senate for 706,000 Washingtonians? We have no one to call to speak for us. #DCStatehood",2020-09-21 14:09:30,"Muriel Bowser","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"701",27443,"This thing is real, it’s out there. We’ve got to make sure we’re doing everything we can to fight it. These are tough decisions, but we are making them to keep the people of Kentucky safe. #TogetherKy",2020-08-17 22:58:00,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"702",128780,"I spoke with Dr. Bhattacharya, from Stanford Medical School, about the implications of PCR tests identifying non-infectious, dead virus. Are we quarantining hundreds of thousands of Americans who are not contagious?",2020-09-28 14:33:31,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"703",176669,"We’re watching these numbers closely to monitor for hospital bed & ICU bed capacity. Right now, our hospitals do have bed capacity, and that’s good. But that can change quickly. As we see North Carolina’s upward trends, we must redouble our work detecting & isolating this virus.",2020-06-15 18:02:57,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"704",13022,"""... Arizona is now a top destination state for qualified professionals looking for a better place to work, raise a family and retire."" https://thecentersquare.com/national/op-ed-how-some-states-are-winning-the-battle-to-attract-new-residents/article_aa94b184-edec-11ea-b845-cbfbdfd0ea70.amp.html… 
@thecentersquare",2020-09-03 18:12:15,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"705",100875,"We remember Don Batayola, who was born in the Philippines and came to New Jersey 13 years ago. He was only 40 years old.

He was an occupational therapist at South Mountain Healthcare and Rehabilitation Center. Don loved to travel and listen to reggae music. May God bless him.",2020-09-28 19:46:16,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
