,x1,text,time,name,party,for_blm,against_blm,topic_blm
403,101811,"Great to stop by Gourmet Garden in Wyckoff for dinner. In June, they were a victim of racist graffiti, but you would never know it from the spirit and perseverance we saw tonight. We will always stand in full solidarity with our Asian American communities and small businesses.",2020-07-28 23:02:00,Phil Murphy,Democratic,0,0,0
404,101889,"Hate and bigotry have NO HOME in Bayonne or anywhere in New Jersey. I stand with 
@AswMcKnight
 in condemning the racist and abhorrent comments on this Facebook page and encourage reporting of any threats of violence.",2020-07-22 19:03:58,Phil Murphy,Democratic,0,0,0
405,101923,"New Jersey is one step closer to enacting the most progressive environmental justice law in the nation and ending a decades-old imposition of pollutants on our Black and Brown communities.
 
Let’s get this done.",2020-07-21 0:15:08,Phil Murphy,Democratic,0,0,0
406,101944,"We give our full support to Federal Court Judge Esther Salas and her husband at this most-trying time. This is an unconscionable tragedy.

If you have any information that can help law enforcement, please call the 
@FBINewark
 office at 1-800-792-3000, and press Option 2.",2020-07-20 16:05:07,Phil Murphy,Democratic,0,0,0
407,101978,"Environmental justice, like so many other types of justice, has been denied to our Black and Brown communities for far too long.
 
We MUST work together to build a better environmental future for ALL nine million New Jerseyans.",2020-07-17 15:46:08,Phil Murphy,Democratic,0,0,0
408,102072,"As our nation tears down symbols of injustice, let us tear down words born from racism. 
 
Proud to stand with 
@NJSenatePres
 and 
@SpeakerCoughlin
 to phase out the word ""freeholder"" – coined when only white male landowners could hold office. #BlackLivesMatter",2020-07-09 19:28:19,Phil Murphy,Democratic,1,0,1
409,102182,"From day one, I’ve been clear that New Jersey will be aggressive in our efforts to reform a criminal justice system that has largely failed our Black and Brown communities for far too long. Proud that today’s action will further our efforts to create a stronger and fairer state.",2020-07-02 1:51:06,Phil Murphy,Democratic,1,0,1
410,102183,"Today, I signed meaningful criminal justice reform legislation:
Requiring personnel files of law enforcement officers be shared when applying for employment at other agencies
Accelerating juvenile justice reforms
Expanding critical re-entry benefits

https://nj.gov/governor/news/news/562020/approved/20200701e.shtml…",2020-07-02 1:51:05,Phil Murphy,Democratic,1,0,1
411,102188,"We remember Lauretta Freeman, who founded the Montclair Cooperative School, and served as both director and a teacher for 23 years. She was a tireless and lifelong advocate for social justice. A tremendous life of service. Thank you, Lauretta, and may God bless you.",2020-07-01 19:46:27,Phil Murphy,Democratic,0,0,0
412,102215,"We remember Henry Hagen, a World War II U.S. Navy veteran. Community service was a central pillar of his life – serving as on his town’s Council and planning board, as police commissioner, and as a volunteer firefighter. He loved history, jazz, and gardening. May God bless him.",2020-06-30 17:18:19,Phil Murphy,Democratic,0,0,0
413,102461,"This #Juneteenth, as we celebrate Black liberation, we cannot be blind to the fact that we’re still far from true freedom and equality – in word and in deed – for all.
 
In New Jersey, we will continue to lead the fight in dismantling systemic racism. This is our charge.",2020-06-19 22:48:50,Phil Murphy,Democratic,1,0,1
414,102464,"New Jersey is a leader – and will remain a leader – in bringing the change we need. 

Our administration came to office with a commitment to tackling and dismantling systemic racism.

Despite our strides thus far, we know that work is far from over. #Juneteenth",2020-06-19 21:11:31,Phil Murphy,Democratic,1,0,1
415,102465,"We cannot escape the fact that systemic racism – not the outward racism of hate groups, but the silent racism of complacency – has bled into nearly facet of facet of our society. #Juneteenth",2020-06-19 21:11:23,Phil Murphy,Democratic,1,0,1
416,102468,"The names of the slaves in Texas who learned of their freedom on #Juneteenth are unknown but to history. 

But, the names of those whose lives have been cut short because of systemic racism are known to us all. They must be.",2020-06-19 21:10:48,Phil Murphy,Democratic,1,0,1
417,102469,"Ask George Floyd if he was treated as an equal. Ask Breonna Taylor. Ask Ahmaud Arbery. Ask Rayshard Brooks.
 
Ask John William Smith, whose arrest in Newark in 1967 sparked the Newark uprisings.
 
Ask Medgar Evers. Ask Emmett Till. Ask Dred Scott.",2020-06-19 21:10:27,Phil Murphy,Democratic,1,0,1
418,102473,We cannot escape the fact that our own criminal justice system has an inconsistent past in its relationship with Black and Brown communities.,2020-06-19 21:08:32,Phil Murphy,Democratic,1,0,1
419,102475,"This week, 
@NewJerseyOAG
 directed all law enforcement agencies to make public the names of officers who are fired, demoted, or suspended for 5+ days due to serious disciplinary violations.
 
Those who discredit their badge should not be allowed to hide behind that badge.",2020-06-19 21:07:23,Phil Murphy,Democratic,1,0,1
420,102477,Our commitment to creating safe communities and neighborhoods through a criminal justice system that lives up to the word “justice” and enacting the recommendations of the Criminal Sentencing and Disposition Commission has only grown stronger.,2020-06-19 21:05:00,Phil Murphy,Democratic,1,0,1
421,102478,"We’ve put New Jersey squarely at the forefront of the national fight for justice.

Last December, I was proud to sign legislation giving New Jersey the most progressive expungement reform in the nation, and restoring voting rights to New Jerseyans on parole or probation.",2020-06-19 21:03:28,Phil Murphy,Democratic,1,0,1
422,102482,"Black Lives Matter in Camden, Atlantic City, and Trenton, and in suburban and rural communities alike.",2020-06-19 21:01:02,Phil Murphy,Democratic,1,0,1
423,102483,"Black Lives Matter in education, from pre-school to a college degree, where we must make equity a core value in how we develop education policy.
 
Black Lives Matter in the environment, where we must eliminate unequal community impacts.",2020-06-19 21:00:52,Phil Murphy,Democratic,1,0,1
424,102487,"Black Lives Matter are not just words. It is a personal call to action.

Let me be clear: Systemic racism is a crisis that has infected every aspect of American life.

I will work tirelessly to address it and its cascading effects.",2020-06-19 20:58:56,Phil Murphy,Democratic,1,0,1
425,102488,"Saying #BlackLivesMatter
 boldly states that we will not inherit your racism. We will fight it wherever it raises its ugly head. #Juneteenth",2020-06-19 20:57:33,Phil Murphy,Democratic,1,0,1
426,102489,"Saying that #BlackLivesMatter
 is saying that in the struggle for the soul of humanity that we must acknowledge a community that has been victimized for 401 years by racism and discrimination. #Juneteenth",2020-06-19 20:57:20,Phil Murphy,Democratic,1,0,1
427,102490,"Black Lives Matter because WE are one state, one family.

We rise and fall – and we march and protest – as one.

#Juneteenth",2020-06-19 20:57:05,Phil Murphy,Democratic,1,0,1
428,102491,"For too long, and in too many corners, we couldn’t see, or didn’t want to see, the truth that systemic racism still to this day permeates our society.

Our failure to address that truth has stunted our path to freedom.

OUR path to freedom. This is about all of us. Together.",2020-06-19 20:56:29,Phil Murphy,Democratic,1,0,1
429,102492,"Too many among us have kept our blinders on for too long. 

It has taken more than 400 years for the truth that “Black Lives Matter” to finally be given meaning and humanity. #Juneteenth",2020-06-19 20:56:00,Phil Murphy,Democratic,1,0,1
430,102494,"The long history of slavery and the stain of racism is directly linked to the conditions of African Americans today.

Systemic racism has not only existed in America and New Jersey, but it still exists. #Juneteenth",2020-06-19 20:54:40,Phil Murphy,Democratic,1,0,1
431,102499,"We MUST ensure environmental justice for ALL New Jerseyans. 
 
Proud to support S232 – which will reduce pollution that has disproportionately impacted our Black and Brown communities for far too long.

http://nj.gov/governor/news/news/562020/approved/20200619b.shtml…",2020-06-19 19:04:42,Phil Murphy,Democratic,0,0,0
432,102501,Announcing my support for key environmental justice legislation. Watch live:,2020-06-19 18:11:01,Phil Murphy,Democratic,0,0,0
433,102566,"Five years ago today, nine precious lives were cut short in a shooting at Emanuel AME Church in Charleston. May we find the courage and resolve to create a world where racism, hate, and gun violence no longer rob us of our loved ones. #Emanuel9 #BlackLivesMatter",2020-06-17 18:14:33,Phil Murphy,Democratic,1,0,1
434,102608,"Rayshard Brooks should be alive today.

So should George Floyd.
So should Breonna Taylor.
So should Ahmaud Arbery.
So should so many others.

Period. Full stop.",2020-06-16 17:11:27,Phil Murphy,Democratic,1,0,1
435,102644,"Proud of the directive released today by 
@NewJerseyOAG
 for all law enforcement agencies across the state to publicly identify officers who have been fired, demoted, or suspended for more than five days due to serious disciplinary violations.",2020-06-15 17:13:46,Phil Murphy,Democratic,1,0,1
436,102663,"No matter who you are or who you love, you should never fear workplace discrimination.

Today’s Supreme Court ruling is a beacon of hope, and a major victory in our fight to ensure our nation more closely aligns with our ideals of justice and equality.",2020-06-15 16:57:29,Phil Murphy,Democratic,0,0,0
437,102772,"Mocking George Floyd’s murder in effort to belittle the calls for justice from our Black and Brown communities is repugnant. I condemn this behavior in the strongest terms possible. 

We won’t let the actions of a few distract from our progress toward dismantling systemic racism.",2020-06-10 1:47:36,Phil Murphy,Democratic,1,0,1
438,102792,"Today’s EO:
Allows for greater indoor religious services
Explicitly allows outdoor gatherings of more than 100 persons for First Amendment-protected outdoor activities – such as political protests or outdoor religious services",2020-06-09 17:06:49,Phil Murphy,Democratic,1,0,1
439,102823,"Throughout New Jersey, peaceful protests took place this weekend to say: Black Lives Matter. Systemic racism must be relegated to history.

We must use this time to transform our society, and ourselves, so that we finally live up to our nation's highest ideals.",2020-06-08 18:37:31,Phil Murphy,Democratic,1,0,1
440,102827,For Nala and for every young Black person – your life matters. We will fight to break the chains of inequality and systemic racism to ensure you live in a state and nation defined by justice and love.,2020-06-07 20:34:08,Phil Murphy,Democratic,1,0,1
441,102828,"I’m in awe of Nala’s courage – the same courage we’re seeing from young people across our nation.

But I’m angry and devastated that we live in a nation where they have to protest for their right to live.

We cannot accept this as normal. We must do better.",2020-06-07 20:34:07,Phil Murphy,Democratic,1,0,1
442,102829,"Last week, Nala Angella Scott, a high school junior, wrote me a heartbreaking and powerful letter inviting me to today’s protest and describing her own experiences with racism growing up in Westfield.

Today, so many New Jerseyans and I gathered with her to demand change.",2020-06-07 20:34:00,Phil Murphy,Democratic,1,0,1
443,102830,"Today, in Hillside, we marched for justice. 

For George Floyd and for the many before him – who lost their lives for being Black.

We march because we will not accept systemic racism and bias as just part of our national condition. Black Lives Matter.",2020-06-07 18:37:41,Phil Murphy,Democratic,1,0,1
444,102844,"Breonna Taylor should have turned 27 today, but her birthday, her future, and her life were unjustly taken from her.
 
For Breonna, and for every Black American, we will continue the march toward justice together.
 
Breonna Taylor’s life mattered. Black Lives Matter. #SayHerName",2020-06-05 18:46:19,Phil Murphy,Democratic,1,0,1
445,102872,"8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds

#JusticeForGeorgeFloyd",2020-06-04 21:50:07,Phil Murphy,Democratic,1,0,1
446,102873,"To honor the life of George Floyd, I will join the 
@0ACP
 at 3:45 PM in observing a moment of silence for 8 minutes and 46 seconds.

I encourage all nine million New Jerseyans to join us. #BlackLivesMatter",2020-06-04 18:13:51,Phil Murphy,Democratic,1,0,1
447,102893,Yesterday we had another day of overwhelmingly peaceful protests by countless New Jerseyans no longer willing to sit by and accept systemic racism as just part of our national condition. Taking to the streets peacefully to create a better future for our entire New Jersey family.,2020-06-04 17:05:28,Phil Murphy,Democratic,1,0,1
448,102931,"We will fix our broken system.
 
Today 
@NewJerseyOAG
 and I announced initiatives to transform our police culture:
Expanding “Crisis Intervention Team” Training
Endorsing Statewide Certification for Police Officers
Updating Use-of-Force Policy
More: http://nj.gov/governor/news/news/562020/approved/20200602a.shtml…",2020-06-02 23:41:31,Phil Murphy,Democratic,1,0,1
449,102953,"Under 
@NewJerseyOAG
, NJ has emerged as national leader in true community policing – actions that have brought about a sea change in law enforcement.

Now, we'll take further steps to deepen the well of trust, including the first update of our use-of-force policies in two decades.",2020-06-02 17:07:34,Phil Murphy,Democratic,1,0,1
450,102954,"This weekend we saw the natural outgrowth of our efforts to heal breaches of trust in our communities.

Law enforcement marching side-by-by with their communities, and some members “taking a knee”. Committing to the simple, natural law that black lives matter.",2020-06-02 17:06:33,Phil Murphy,Democratic,1,1,1
451,102955,"The pain and fatigue felt by many in our black and brown communities is real and palpable. 

It is an experience that many people – myself included – will never know firsthand.

It is the pain and fatigue of decades, and generations, of inequality and systemic racism.",2020-06-02 17:05:25,Phil Murphy,Democratic,1,0,1
452,102990,"The unity we displayed this weekend in New Jersey showed the world that we are ready to be the ones to help lead the way.
 
New Jersey is ready to fight the sin of racism and the stain it has left on our state and nation.
 
Now, let’s move onward.",2020-06-01 18:38:47,Phil Murphy,Democratic,1,0,1
453,102993,"This weekend, the Chief of Police in Camden marched with residents. The peaceful protests in Newark were joined by the city’s mayor. Communities throughout our state stood up.
 
We will not let a small number who wish to harm our communities distract us from the greater message.",2020-06-01 18:36:56,Phil Murphy,Democratic,1,0,1
454,102996,"I support the peaceful protests across New Jersey and throughout the nation.

The pain associated with this movement is real.

Systemic racism is real.

The need for change and equal justice for black and brown communities is real. 

This is a transformational moment.",2020-06-01 18:34:48,Phil Murphy,Democratic,1,0,1
455,103001,"Accountability is the cornerstone of trust between law enforcement and the communities they serve. 

That’s why New Jersey:
Set new rules for use-of-force and internal affairs investigations 
Requires 
@NewJerseyOAG
 to investigate all police-involved deaths",2020-06-01 0:07:04,Phil Murphy,Democratic,1,0,1
456,103002,"If the values of equity and justice do not come from leadership, promises of change will remain hollow. 
#BlackLivesMatter",2020-05-31 22:24:06,Phil Murphy,Democratic,1,0,1
457,103010,"Yesterday in New Jersey, protestors marched side by side with law enforcement, in peaceful demonstration against systemic racism and police violence. 
 
We can – we MUST – march toward justice together.",2020-05-31 15:18:35,Phil Murphy,Democratic,1,1,1
458,103011,Black Lives Matter.,2020-05-31 3:33:18,Phil Murphy,Democratic,1,0,1
459,103021,"George Floyd should be alive today – not just as a matter of principle or justice, but as a matter of human dignity.
 
Too many times we’ve gotten a national wake-up call and done nothing.
 
Justice for George means acknowledging our nation’s centuries-old stain of racism.",2020-05-29 21:57:43,Phil Murphy,Democratic,1,0,1
460,103144,"We mourn the loss of life in this weekend‘s shootings. Grateful to have worked with the Legislature, law enforcement & civil rights advocates to enact a law ensuring officer-involved shootings are subject to a full, transparent & independent investigation, which is now underway.",2020-05-24 23:43:08,Phil Murphy,Democratic,1,0,1
461,103332,"To every law enforcement family who has lost a loved one in the line of duty – thank you for your sacrifice. Know that the service of your loved one is remembered and revered.

May God bless all who protect and serve our nation and our state.

#PeaceOfficersMemorialDay",2020-05-15 17:35:07,Phil Murphy,Democratic,0,1,1
462,103490,".
@SenatorMenendez
 is sponsoring legislation with 
@SenBillCassidy
 that would deliver $500 billion to state & local govts across the nation to ensure the delivery of essential services, like police and educators. 

Thank you, 
@SenatorMenendez
, for your tenacity in making our case.",2020-05-11 17:05:32,Phil Murphy,Democratic,0,1,1
463,103496,"As an avid runner, I don’t ever think about whether I’ll come home alive from a run. But my privilege doesn’t extend to others.
 
Running while Black shouldn’t get you killed. We demand justice for Ahmaud Arbery and his family. #IrunwithMaud #JusticeForAhmaud",2020-05-10 18:50:34,Phil Murphy,Democratic,1,0,1
464,103541,"Words matter. 

When the word “fascism” is raised and Nazi slogans are used by people who claim to be patriotic Americans to protest against freely elected leaders – whether here or elsewhere across the nation – it should give us pause.",2020-05-08 17:30:33,Phil Murphy,Democratic,1,0,1
465,103573,"As we celebrate our extraordinary AAPI communities, we must confront a rising tide of racism and xenophobia.

Our diversity is our greatest strength, and we will continue to fight for equality and opportunity for AAPIs today and for generations to come. #AAPIHM",2020-05-08 13:46:43,Phil Murphy,Democratic,0,0,0
466,103702,"Michael Conners Sr. had three loves: family, cars, and work. He proudly served the people of Newark as a police office for 26 years. On behalf of our state, we thank him for his selfless service and we keep the whole Conners family in our prayers.",2020-05-04 16:19:31,Phil Murphy,Democratic,0,1,1
467,108513,"This is also about doing the right thing and environmental justice. By cleaning up these sites, we're reducing blight, investing in communities and increasing home values of those who live nearby.",2020-09-29 22:32:03,Ned Lamont,Democratic,0,0,0
468,108529,6. Updating the state’s environmental justice law to require public notice and community benefit agreements in certain circumstances;,2020-09-25 20:25:16,Ned Lamont,Democratic,0,0,0
469,108534,"The tragedy is an innocent young girl, whose future was ahead of her, died absolutely needlessly. This is a reminder that we need to do everything we can to protect the Breonna Taylors of the world.",2020-09-25 0:54:47,Ned Lamont,Democratic,1,0,1
470,108562,"Our nation is greater for her tenacity, dissension, and adversity against injustice.

As Justice Ginsburg put it best, ‘there will be enough women on the court when there are nine.’

(3/3)",2020-09-19 0:52:46,Ned Lamont,Democratic,0,0,0
471,108680,I extend my deepest condolences to Floyd Welch's family. We are forever grateful for all of the military heroes who fought for our country during WWII. They represent some of the very best of our nation and made many sacrifices on our behalf.,2020-08-20 22:39:03,Ned Lamont,Democratic,0,0,0
472,108765,"This bill I signed today is about building more trust between our communities and law enforcement, and making our state stronger.

I want to thank everyone who worked on this legislation so that I could sign it into law.
@10SDDem
 @SteveStafstrom
 @RepNolanCT39th
 @RepBMcGee",2020-07-31 21:51:15,Ned Lamont,Democratic,1,0,1
473,108897,"We need people to stand up. We need people to stand up each and every day for justice, decency and respect. We cannot get anything done if we don't change hearts.",2020-07-02 2:40:33,Ned Lamont,Democratic,1,0,1
474,108899,"""We are emancipated, but we are not yet free. We are not yet free from redlining. We are not yet free from police brutality. We are not yet free from working all your life to get a house, but getting a worse mortgage and neighborhood because of the color of your skin."" 
@DonBellCT",2020-07-01 19:51:05,Ned Lamont,Democratic,1,0,1
475,108901,"""We're a country that respects our diversity, respects each and every individual, respects people standing up. We're a country that stands up for decency. We're never going to keep racism down unless each and everyone of you stand up.""",2020-07-01 19:45:11,Ned Lamont,Democratic,1,0,1
476,108967,"It's been a priority of mine to build a team that reflects the amazing diversity of our state.

This includes our recruitment efforts for law enforcement.

Joining the 
@CT_STATE_POLICE
 is an amazing place to make a difference.",2020-06-17 21:00:00,Ned Lamont,Democratic,1,1,1
477,108984,"The data on newest class of 
@CT_STATE_POLICE
 recruits is showing some improvements in our efforts to increase diversity.

Having a police force that reflects the people who live in our state is important, and I want to make sure we continue these efforts. https://cspnews.org/state-police-staffing-demographics…",2020-06-15 22:13:41,Ned Lamont,Democratic,1,1,1
478,108986,"Here is the executive order that I signed today on police use of force and accountability.

This is just one step. Working with our partners in the legislature and with input from the community, I want this conversation to continue so that we can enact further, meaningful reforms",2020-06-15 20:27:03,Ned Lamont,Democratic,1,0,1
479,108989,I'm going to sign an executive order this afternoon regarding police accountability and transparency. Will announce details at my news briefing today at 4PM.,2020-06-15 19:44:05,Ned Lamont,Democratic,1,0,1
480,108992,"Nobody should be fired because of who they love or the gender in which they identify.

This decision is a long overdue win for LGBTQ Americans and a signal that despite the best efforts of the current administration, the US continues to stand for equality and justice for all.",2020-06-15 15:40:18,Ned Lamont,Democratic,0,0,0
481,108999,"When it comes to building confidence in our justice system and addressing the inequities that have persisted for too long, I don't want to wait.

Working with the legislature, it is critical for us to act quickly and with focus on these persistent issues.",2020-06-11 23:45:01,Ned Lamont,Democratic,1,0,1
482,109020,"""Those police officers on scene [in Minneapolis], including those that stood around and did nothing, simply failed...  For the sake of the community, for the sake of good law enforcement officers everywhere and for the sake of our country, enough is enough."" –
@CT_STATE_POLICE",2020-06-08 22:20:50,Ned Lamont,Democratic,1,1,1
483,109042,“The moral arc of the universe bends at the elbow of justice.” -MLK,2020-06-05 12:52:45,Ned Lamont,Democratic,1,0,1
484,109074,"To all the protesters, we hear your message and I want to give a special thank you for keeping the peace.",2020-05-31 15:15:34,Ned Lamont,Democratic,1,0,1
485,109090,"Thank you to law enforcement members from the 
@CT_STATE_POLICE
 and local PD, as well as those from each of our neighboring states, for their dedicated commitment regarding this matter. We are appreciative of their unified approach to this disturbing situation.",2020-05-28 2:38:21,Ned Lamont,Democratic,0,1,1
486,109220,"Thank you to every member of law enforcement for your dedication to the safety of our communities.

We salute and honor those who have given their lives in the line of duty. Their memories will never be forgotten.

#NationalPoliceWeek #PeaceOfficersMemorialDay",2020-05-15 11:15:00,Ned Lamont,Democratic,0,1,1
487,111864,"Coloradans should be proud our state is leading the way to make policing more accountable, restore trust in law enforcement, uphold an individual’s civil liberties, and lay the groundwork for future discussions of criminal and juvenile justice reform. (3/4)",2020-06-13 0:39:15,Jared Polis,Democratic,1,0,1
488,111865,"This is about a pattern of injustice and unfair treatment that Black Americans and communities of color have endured, not only in our criminal justice system but also in aspects of every day life. (2/4)",2020-06-13 0:39:15,Jared Polis,Democratic,1,0,1
489,111870,We are all filled with grief about the unjust murder of George Floyd and I stand ready to join hands with those hurting today as we peacefully work for justice. Today is a new day and it is my hope and the hope of all Coloradans that any future demonstrations remain peaceful.,2020-05-30 19:32:23,Jared Polis,Democratic,1,0,1
490,111871,"Unfortunately, because of a few individuals who were more focused on causing unrest and damage rather than advocating for justice, people awoke to images of smashed out windows, graffiti, and the smell of tear gas.",2020-05-30 19:31:38,Jared Polis,Democratic,0,0,1
491,111872,It appears the disruptors that caused damage throughout the city were not necessarily the same peaceful protesters from the day time.,2020-05-30 19:31:38,Jared Polis,Democratic,1,0,1
492,111873,Friday’s demonstrations against the senseless killing of George Floyd and far too many innocent black Americans before him began as a peaceful day time protest and unfortunately shifted into disorder late into the evening.,2020-05-30 19:31:38,Jared Polis,Democratic,1,0,1
493,111876,"Tonight is a very sad night for our state. While we are still uncovering all of the facts, a protest regarding the killing of George Floyd devolved into vandalism and violence, and I was absolutely shocked by video evidence of a motorist attempting to run over a protestor.  (1/3)",2020-05-29 4:09:01,Jared Polis,Democratic,0,0,1
494,111891,"Colorado law enforcement and first responders, YOU ARE HEROES. Thank you for your service and sacrifice. I was proud to come together with this group of our state’s leaders to say #ThankBlue. You can say thank you by posting your own photo or video: https://bit.ly/ThankBlue",2020-05-02 22:05:00,Jared Polis,Democratic,0,1,1
495,113772,"I was glad to help kick off the Priebe Strong 1062 run in Republic this morning. The run honored Springfield Police Officer Mark Priebe who was injured on duty earlier this year. 
 
The life of a law enforcement officer is not easy.",2020-10-24 13:25:51,Mike Parson,Republican,0,1,1
496,113802,"Our law enforcement officers take on extraordinary risks and make tremendous sacrifices to make Missouri safer. These enhanced standards will help equip officers with relevant, up-to-date training to meet the challenges they face daily and improve communication with the public.",2020-10-21 16:01:51,Mike Parson,Republican,1,1,1
497,113823,Being transparent is a great way to build relationships between our communities and our law enforcement officers.,2020-10-19 18:07:54,Mike Parson,Republican,1,1,1
498,113824,"Last week, the media was invited to a Use or Force Accountability Forum to observe various use of force simulations of scenarios that our 
@MSHPTrooperGHQ
 and law enforcement officers across the country face.",2020-10-19 18:07:37,Mike Parson,Republican,1,0,1
499,113828,"We are working to establish the nation’s first Law Enforcement Basic Training Academy in a #HBCU at 
@LUBlueTigers
.

The training academy could have a far-reaching impact attracting minority law enforcement recruits.",2020-10-16 23:07:01,Mike Parson,Republican,1,1,1
500,113829,"Working together to fight crime through the successful partnership of federal, state, and local law enforcement. #OperationLeGend",2020-10-16 22:27:35,Mike Parson,Republican,0,1,1
501,113854,"• Signed SB 600 modifying and creating several provisions relating to dangerous felonies

• Supported partnerships between local, state, and federal law enforcement to fight violent crime, including #OperationLeGend and #OperationTripleBeam",2020-10-14 20:57:06,Mike Parson,Republican,0,1,1
502,113871,"Each year, this award ceremony demonstrates the heroic, life-saving acts our first responders selflessly perform to protect their fellow Missourians. We honored eleven law enforcement officers and firefighters who bravely risked their lives to save others.",2020-10-13 19:37:59,Mike Parson,Republican,0,1,1
503,113902,"The 
@SLMPD
 is currently short by more than 140 officers, and this legislation can help fill that gap. Now, we are able to give law enforcement the tools they need to retain officers.",2020-10-08 19:48:59,Mike Parson,Republican,0,1,1
504,113920,"We are encouraged by this progress, and we must continue working together to combat violent crime, support law enforcement, and make our communities safer.",2020-10-07 20:19:55,Mike Parson,Republican,0,1,1
505,114037,"Joined the 
@CapeSheriff
’s Office for a HB 66 ceremonial signing. 

We have a serious problem with violent crime in Missouri that continues to escalate. HB 66 builds on our efforts to combat violent crime, support law enforcement officers, and make our communities safer.",2020-09-22 21:05:56,Mike Parson,Republican,0,1,1
506,114040,"Joined local law enforcement, legislators, and county commissioners in Springfield for another ceremonial signing of HB 66, which creates a Pretrial Witness Protection Fund. We must give our law enforcement officers every tool we can to help fight violent crime.",2020-09-22 16:31:09,Mike Parson,Republican,0,1,1
507,114044,"Today, I signed HB 66 and HB 46 into law, which were passed by the General Assembly during the special session on violent crime.

HB 66 and HB 46 are valuable tools that will build on our efforts to combat violent crime, support law enforcement officers & make communities safer.",2020-09-21 23:30:00,Mike Parson,Republican,0,1,1
508,114045,HB 66 creates a Pretrial Witness Protection Fund in which law enforcement agencies can provide resources for the security of victims and witnesses and their immediate families.,2020-09-21 22:20:01,Mike Parson,Republican,0,1,1
509,114047,"I joined 
@kcfop
 in a ceremonial bill signing for HB 66 — creating a Pretrial Witness Protection Fund in which law enforcement agencies can provide resources for the security of victims and witnesses and their immediate families.",2020-09-21 19:50:54,Mike Parson,Republican,0,0,0
510,114048,"Today, I signed HB 66 and HB 46 into law, which were passed by the General Assembly during the recent special session on violent crime.

By supporting law enforcement officers across the state, HB 66 and HB 46 will assist Missouri’s efforts to fight violent crime.",2020-09-21 18:12:57,Mike Parson,Republican,0,1,1
511,114064,"I want to thank Senators 
@DougLibla25
 & 
@LuetkemeyerTony
, and Reps Jon Patterson, 
@RNHCKS
, and 
@NickBSchroer
 for their dedication over the special session. If we are to change violent criminal acts, we must work together and we MUST support our law enforcement officers!",2020-09-16 22:50:37,Mike Parson,Republican,0,1,1
512,114065,"This summer, I called for a special session to address violent crime. 

By passing HB 46 (St. Louis Police Officer Residency) and HB 66 (Pretrial Witness Protection Fund), we are able to give law enforcement the tools they need to retain officers and protect key witnesses.",2020-09-16 22:50:36,Mike Parson,Republican,0,1,1
513,114076,If we are to change violent criminal acts across our state we must work together and WE MUST support our law enforcement officers. #BackTheBlue (4/4),2020-09-16 13:45:45,Mike Parson,Republican,0,1,1
514,114077,"If there was ever a time to stand up for law enforcement, now is the time. They are the front-line response for Missourians. We must support them and give them the respect they deserve, because we cannot fix this problem without them. (3/4)",2020-09-16 13:44:50,Mike Parson,Republican,0,1,1
515,114078,"People need to understand the sacrifices that law enforcement officers make every day, especially with everything that’s going on in our state right now. (2/4)",2020-09-16 13:44:21,Mike Parson,Republican,0,1,1
516,114079,"If you talk to any county or city police department, there are hundreds of unfilled law enforcement positions simply because less and less people want to work in public safety. (1/4)",2020-09-16 13:43:54,Mike Parson,Republican,0,1,1
517,114094,"If there was ever a time to stand up for law enforcement, now is the time. They are the front-line response for Missourians. We must support them and give them the respect they deserve. #BackTheBlue",2020-09-14 13:55:10,Mike Parson,Republican,0,1,1
518,114106,"For over a year, my administration has been working with community groups, civic leaders, clergies, law enforcement, & mayors to find solutions to violent crime. Providing $1 million to expand the Serving Our Streets Initiative is another great step.",2020-09-11 18:10:35,Mike Parson,Republican,0,1,1
519,114127,"Last week, @USAttyGarrison announced that 355 arrests have been made by local and federal law enforcement officers in #OperationLeGend, including 33 murder suspects.",2020-09-09 19:28:45,Mike Parson,Republican,0,1,1
520,114128,"We have also partnered with law enforcement at the federal, state, and local levels to combat violent crime, most recently with #OperationLeGend in Kansas City.",2020-09-09 19:28:44,Mike Parson,Republican,0,1,1
521,114129,"Since I became Governor, my administration has been working to address the issue of violent crime. We have worked with the African American community, clergies, civic and community leaders, law enforcement, and mayors across the state to develop solutions.",2020-09-09 19:10:34,Mike Parson,Republican,0,1,1
522,114135,"Pleased to announce a $1 million grant to 
@ulstl
 for the expansion of the “Serving Our Streets Initiative.”

For over a year, we’ve worked with community groups, civic leaders, clergies, law enforcement, and mayors across the state to find solutions to violent crime.",2020-09-09 18:15:29,Mike Parson,Republican,0,1,1
523,114150,"At only 29 years of age, Officer Bohannon had already established himself as a model public servant and law enforcement officer. In just four years with 
@SLMPD
, he was honored twice with the Department’s Award of Excellence and twice as Officer of the Month.",2020-09-07 1:30:40,Mike Parson,Republican,0,1,1
524,114165,"If we are to change violent criminal acts across our state, we must work together. We must do our jobs. We must support our law enforcement officers, and we must start prioritizing the prevention of violent crime!",2020-09-03 14:21:52,Mike Parson,Republican,0,1,1
