,x1,text,time,name,party,for_blm,against_blm
884,43650,"Thank you to 
@ISPHeadquarters
 and 
@IdahoTrucking
 for teaming up to make sure drivers are prepared and taken care of during this pandemic!",2020-07-30 16:45:35,Brad Little,Republican,NA,NA
395,60814,That announcement is available here:,2020-07-30 18:11:23,Tony Evers,Democratic,NA,NA
608,131470,"To ensure our students & teachers are protected as they return to in-person learning, I'm proud to announce that we're committing $10 million in CARES Act funding to supply Oklahoma schools with PPE.",2020-07-30 23:04:31,Kevin Stitt,Republican,NA,NA
957,27548,A good rain reminds us of renewal — meaning we will get through this and will get through this together. ^AB #TogetherKy,2020-07-31 0:40:28,Andy Beshear,Democratic,NA,NA
883,101755,"The Census Bureau will be ending its door-to-door efforts one month earlier than originally planned.

We need you to make sure you are counted. NOW.

An accurate count is critical to protect aid for our schools, health care facilities, and communities. 

http://2020Census.gov",2020-07-31 17:24:00,Phil Murphy,Democratic,NA,NA
547,121713,"Under the new plan, we'll transition residents to smaller, regional therapeutic residential centers, invest significantly in community wraparound support and intervention services for justice-involved youth, and increase financial support for victim services.",2020-07-31 18:01:10,J. B. Pritzker,Democratic,NA,NA
296,89319,"Important information from 
@OhioDeptofAg
.",2020-07-31 18:33:01,Mike DeWine,Republican,NA,NA
925,108766,"These reforms are focused on bringing real change to end the systemic discrimination in our criminal justice & policing systems that have impacted minority communities for far too long.

Our nation has been having this conversation for decades, and these reforms are long overdue.",2020-07-31 20:42:46,Ned Lamont,Democratic,1,NA
408,190328,"During this pandemic, countless Oregonians are having trouble paying rent, due to no fault of their own. That's why the legislature and I extended the eviction ban through Oct. 1 and extended the deadline to pay back rent to March 31, 2021.",2020-07-31 20:55:08,Kate Brown,Democratic,NA,NA
927,153670,"This #FellowsFriday, we're meeting Sarah Stafford, Savannah Simons and Gregory Laborde. Sarah is a junior at 
@McNeese
 working with 
@LaVetAffairs
, Savannah is junior at 
@LATech
 working with the Division of Administration and Gregory is a senior at 
@LSU
 with 
@LADeptHealth
. #lagov",2020-07-31 22:30:00,John Bel Edwards,Democratic,NA,NA
979,166509,"5 down

1 arch to go

Bridges. Not walls.",2020-08-01 0:11:59,Muriel Bowser,Democratic,NA,NA
477,97851,"- To find information about assistance with housing issues, food security, medical issues and more, go to http://newmexico.gov and click ""I Need Assistance"" at the top

- To apply for and learn more about food, medical, cash and energy assistance, go to http://yes.state.nm.us",2020-08-01 16:52:16,Michelle Lujan Grisham,Democratic,NA,NA
590,139338,"In a letter to El Paso County Judge Ricardo Samaniego I authorized Texas flags across El Paso to be lowered to half-staff in remembrance of the victims of the mass shooting that claimed 23 lives at an El Paso Walmart store.

They will never be forgotten.",2020-08-01 22:37:29,Greg Abbott,Republican,NA,NA
765,176444,Updates from Gov. Cooper’s Tropical Storm Isaias briefing:,2020-08-02 19:02:40,Roy Cooper,Democratic,NA,NA
430,176429,"FEMA has approved Gov. Cooper’s request for a federal declaration for 25 North Carolina counties. While Isaias has been downgraded to a tropical storm, people should take this storm seriously and prepare for flooding, storm surge and power outages.
https://governor.nc.gov/news/north-carolina-readies-tropical-storm-isaias…",2020-08-02 22:10:01,Roy Cooper,Democratic,NA,NA
520,101743,"Beautiful day for a run on the Jersey Shore with 
@FirstLadyNJ
! #MaskUpNJ",2020-08-02 22:20:54,Phil Murphy,Democratic,NA,NA
324,146625,"General Timmons was a pioneer as a helicopter pilot and the first female Adjutant General of the Delaware National Guard. She was the epitome of a public servant. She served her state and country for more than four decades in the Guard, rising to the rank of Adjutant General.",2020-08-03 16:20:00,John Carney,Democratic,NA,NA
321,101717,"We remember Winston Pettway Jr., who ran LPH Packaging with his wife. Winston was an outdoorsman, enjoying trips to go hunting and fishing. He loved to cook, and his family will remember the love & compassion he showed to everyone he came into contact with. May God bless Winston.",2020-08-03 17:16:33,Phil Murphy,Democratic,NA,NA
13,176427,Gov. Cooper and state Emergency Management leaders will share updates on preparations for Isaias at 3 PM today. Watch live here:,2020-08-03 18:57:11,Roy Cooper,Democratic,NA,NA
182,176423,"Hurricane warnings have been issued in three North Carolina counties – Pender, Brunswick and New Hanover. Tropical storm warnings and watches have been issued for much of eastern and central North Carolina. Pay attention to these warnings, and secure your home and belongings.",2020-08-03 19:02:43,Roy Cooper,Democratic,NA,NA
602,176413,"As this storm arrives in just a few hours, remember the power that comes from helping one another. We’re all better off when we work together.",2020-08-03 19:05:56,Roy Cooper,Democratic,NA,NA
934,114449,"Local school leaders from Northeast Missouri, told us today that a majority of area families and school staff prefer to reopen schools for onsite learning, along with the necessary protocols in place to protect students, staff, and families.",2020-08-04 1:33:11,Mike Parson,Republican,NA,NA
516,63415,"Betts has served as deputy director at DHS since Oct. 2017, assisting the director and managing and overseeing operations.",2020-08-04 1:51:54,David Ige,Democratic,NA,NA
45,101704,"The State Emergency Operations Center will be open throughout the storm
Check back for more updates and stay tuned to your local weather to plan ahead",2020-08-04 2:04:13,Phil Murphy,Democratic,NA,NA
126,101701,"We send our deepest condolences to a dear friend and partner, Senator Ronald Rice, who lost his wife, Shirley. We are all keeping Senator Rice and his children, Ron and Yuki, in our prayers today.",2020-08-04 14:03:01,Phil Murphy,Democratic,NA,NA
170,29081,"Honored to join the groundbreaking celebration at 
@PIE_Center_BCS
 this morning. The future of career and technical education is vocational learning that involves collaboration with private sector partners.",2020-08-04 15:59:31,Bill Lee,Republican,NA,NA
3,108754,"If you experience a power outage, don't assume that one of your neighbors reported it. Contact your utility provider and let them know.
Keep mobile phones fully charged
Beware of downed power lines
Report any outages: https://portal.ct.gov/CTPrepares/Contacts/Power-Companies…",2020-08-04 16:31:38,Ned Lamont,Democratic,NA,NA
524,97837,"Business Loan Guarantees via 
@NMecondev
:

Over $10 million available for local small businesses in partnership with community banks.

For more info go to http://gonm.biz",2020-08-04 17:45:22,Michelle Lujan Grisham,Democratic,NA,NA
288,27526,"Yesterday 
@LtGovColeman
 announced new flexibility for our schools, empowering them to meet the needs of students & parents. All of this flexibility is made possible by the declaration of emergency. Read more: http://go.usa.gov/xfVWV",2020-08-04 17:58:51,Andy Beshear,Democratic,NA,NA
662,139330,"Texas on pace for record number of firearms background checks. 

Texans embrace their Second Amendment right.  https://statesman.com/news/20200803/texas-on-pace-for-record-number-of-firearms-background-checks…",2020-08-04 18:23:57,Greg Abbott,Republican,NA,NA
308,176408,"Damaging winds and likely tornadoes spun out from the storm, including one in Bertie County that tragically killed two people and sent about a dozen others to the hospital. Our thoughts are with their family and friends and with those who were hurt or had property damaged.",2020-08-04 19:02:58,Roy Cooper,Democratic,NA,NA
889,30595,"As #TropicalStormIsaias hits NH, make sure you're prepared.
Bring in or secure objects like patio furniture, toys, and trash that could be swept away or damaged
Stay at home and indoors as much as possible

For regular updates, follow 
@NH_HSEM
 & visit http://ReadyNH.Gov",2020-08-04 19:20:52,Chris Sununu,Republican,NA,NA
670,108749,"Sitting in with our team at the Emergency Operations Center. We’re monitoring the outages across the state and working to stay on top of tornado warnings and watches. Stay safe, everyone.",2020-08-04 20:23:21,Ned Lamont,Democratic,NA,NA
727,190313,"Humans have caused 90% of fires this year in Oregon. We can all make a difference. Remember: never leave outdoor fires unattended, and make sure you put them out completely.",2020-08-04 22:00:27,Kate Brown,Democratic,NA,NA
722,190312,"What are some of the reasons Oregonians love to vote by mail? Because it's safe, secure, and accessible – even in the middle of a pandemic. Plus, you can do your research right at your kitchen table.",2020-08-05 2:00:32,Kate Brown,Democratic,NA,NA
214,166492,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,2020-08-05 13:01:14,Muriel Bowser,Democratic,NA,NA
455,45706,"Provided hazard pay for front line workers.
 Enforced mask-wearing to limit risk so businesses can remain open.
 Created the Pennsylvania Fresh Food Financing Initiative to invest in new or expanding grocery stores.
 Issued funding for tech-based companies.",2020-08-05 16:05:49,Tom Wolf,Democratic,NA,NA
735,101657,"We remember Martin Fass, who was a respected accountant, entrepreneur, trusted financial advisor, author, and speaker. Marty was a leader and tireless volunteer for numerous organizations, as well as an avid golfer and boater. May his memory be a blessing to all who knew him.",2020-08-05 16:18:41,Phil Murphy,Democratic,NA,NA
738,190311,"Oregonians love Vote By Mail because it's safe, secure, and accessible––even in the middle of a pandemic. Plus, you can vote when you have time to do so, not when polls are open.",2020-08-05 16:19:01,Kate Brown,Democratic,NA,NA
714,153648,"Highway Transport’s new facility signals that Louisiana is a key market for major bulk transportation of specialty chemicals, and we look forward to the company’s continued growth and success in our state. #lagov #lalege",2020-08-05 18:14:56,John Bel Edwards,Democratic,NA,NA
96,27517,Watch live:,2020-08-05 19:54:40,Andy Beshear,Democratic,NA,NA
593,40637,"I’m honored to have been elected to serve on the 
@NatlGovsAssoc
 Executive Committee for 2020-21. I look forward to working with my fellow governors to develop initiatives & policies to support our country now & in the future. https://nga.org/news/press-releases/national-governors-association-announces-new-gubernatorial-leadership-for-2020-21/… #WeTheStates #alpolitics",2020-08-05 20:13:03,Kay Ivey,Republican,NA,NA
651,176371,"Whether it’s a storm or a pandemic, that kind of hope and our shared commitment to a stronger future will keep us going. Hold on to that hope. Keep wearing your masks. And know that these difficult times won’t last forever, but our strength and resilience will.",2020-08-05 20:17:39,Roy Cooper,Democratic,NA,NA
567,121685,"1) Why is this fraud happening?

This is a brand-new program that the federal government rushed to develop & then left each state to create its own separate system. As a result, there were massive holes for illegal fraudsters to steal federal dollars from taxpayers across the US.",2020-08-05 21:47:04,J. B. Pritzker,Democratic,NA,NA
348,77365,WATCH: Governor Inslee Press Availability,2020-08-05 22:05:32,Jay Inslee,Democratic,NA,NA
741,121673,"So let me remind everyone: Wearing a mask in public places is required, keep some physical distance, and don’t indulge others who ignore public health guidance.",2020-08-05 23:10:23,J. B. Pritzker,Democratic,NA,NA
881,89251,"Ohio remains under a statewide mask order. This fact sheet can help you understand the requirements and exemptions: http://bit.ly/2Pff1ya

#MasksOnOhio #MasksOn #InThisTogetherOhio",2020-08-06 12:36:00,Mike DeWine,Republican,NA,NA
760,190307,"Not only is Vote By Mail secure and convenient – it's EASY! Here in Oregon we've made voting simple: fill out your ballot, sign the envelope, and stick it in a mailbox or dropbox. No postage required.",2020-08-06 15:47:55,Kate Brown,Democratic,NA,NA
707,45698,Learn more about food assistance resources available in Pennsylvania at http://agriculture.pa.gov/food_security.,2020-08-06 16:00:59,Tom Wolf,Democratic,NA,NA
649,69184,"I'm announcing today that local governments in Utah can implement mask mandates. All they need to do is notify 
@UtahDepOfHealth
.",2020-08-06 18:11:06,Gary Herbert,Republican,NA,NA
703,43638,"The unprecedented amount of money we’re directing to the safe reopening of schools is helping to make schools safe places to teach and learn, and it should provide parents and teachers the confidence to return our students to the classroom for in-person instruction. #IdahoCovid19",2020-08-06 19:41:11,Brad Little,Republican,NA,NA
743,146603,"We appreciate this partnership with ParkMobile and the opportunity to share important safety messages with Delawareans and visitors. 
 https://parkmobile.io/newsroom/state-delaware-parkmobile-covid-19-safety-measures/…",2020-08-06 20:09:11,John Carney,Democratic,NA,NA
489,86839,"Thank you 
@KState
 for your work to keep Kansans safe.",2020-08-06 20:46:00,Laura Kelly,Democratic,NA,NA
944,101647,"As we continue to work to get the lights back on across New Jersey, I urge you to check in on your neighbors, friends, and family – especially the elderly and the vulnerable. Make sure they’re okay and see if they need anything.

Let’s keep looking out for each other.",2020-08-06 21:09:28,Phil Murphy,Democratic,NA,NA
471,101645,Today we also remember the heroes who shed their blood and gave their lives – like John Lewis – to secure our most basic American right. May we honor their sacrifices by continuing to empower New Jerseyans to make their voices heard and by always exercising our right to vote.,2020-08-06 21:13:00,Phil Murphy,Democratic,NA,NA
622,114413,"We fully support 
@USAO_EDMO
's launch of #OperationLeGend in St. Louis, which will further assist our efforts to get violent criminals off our streets.

We're working together with federal, state, and local partners to fight violent crime in Missouri.",2020-08-06 22:31:00,Mike Parson,Republican,NA,1
543,43635,Idaho's long-term care facilities are in need of heroes. Visit http://Idaho.CareForTheAging.Org for information on how you can make a difference in the lives of Idaho's elderly.,2020-08-06 22:34:41,Brad Little,Republican,NA,NA
144,82702,"An Optimistic Outlook:
https://news.sd.gov/newsitem.aspx?id=27133…",2020-08-07 16:02:01,Kristi Noem,Republican,NA,NA
109,121665,"These rules are a commonsense way to enforce mask requirements without jumping immediately to the extremely tough consequences that exist on the books.

We're providing multiple opportunities for compliance before any penalty is issued — just like a majority of states.",2020-08-07 16:20:06,J. B. Pritzker,Democratic,NA,NA
178,39802,We've updated our Wyoming Sense budget website to make it easy to see how the state is using its federal CARES Act dollars. These are taxpayer dollars and you should know how they are being spent.  https://wyomingsense.gov/cares-act,2020-08-07 16:54:42,Mark Gordon,Republican,NA,NA
986,101633,"Reminder: Our eviction moratorium remains firmly in place, protecting tenants from being removed during the pandemic.

Tenants for whom evictions have been filed may choose to participate in court mediation purely at their option. Choosing not to do so will not lead to eviction.",2020-08-07 17:10:22,Phil Murphy,Democratic,NA,NA
70,166479,"Register. Stay informed. Vote.

http://vote4dc.com",2020-08-07 17:30:00,Muriel Bowser,Democratic,NA,NA
813,13234,#MaskUpAZ,2020-08-07 18:14:21,Doug Ducey,Republican,NA,NA
876,82701,"#Sturgis2020 kicks off today. Welcome to South Dakota!

Our state had the Mount Rushmore Fireworks Celebration. We had the first national indoor sporting event with fans thanks to 
@PBR
. 

We've been ""Back to Normal"" for over 3 months, and South Dakota is in a good spot.",2020-08-07 18:16:00,Kristi Noem,Republican,NA,NA
135,121661,"I'm glad to join 
@GreenERAChicago
 and members of the Auburn Gresham community to announce a $3 million state investment that will help bring a new urban farming campus to Chicago’s South Side.",2020-08-07 18:25:24,J. B. Pritzker,Democratic,NA,NA
334,153633,"This Phase 2 extension has prevented food banks across the state from accessing their normal pool of volunteers, making the National Guard’s ability to support food bank operations an important public service, particularly to under-serviced populations. #LaGov #LaLege",2020-08-07 19:44:43,John Bel Edwards,Democratic,NA,NA
143,114393,5. Unlawful Transfer of Weapons – Increases the penalty for a person who knowingly sells or delivers any firearm to a child less than 18 years without the consent of the child’s parent or guardian.,2020-08-07 20:50:07,Mike Parson,Republican,NA,NA
187,101604,"UPDATE: We’re down to approximately 240,000 outages statewide from a peak of 1.4 million. We are pressing all major utilities to restore power as quickly and safely as possible.",2020-08-07 23:37:11,Phil Murphy,Democratic,NA,NA
250,89217,This is Ohio's current Public Health Advisory map. You can find more information on the data used to categorize each county at http://bit.ly/OhioAdvisory. #InThisTogetherOhio #MasksOnOhio,2020-08-09 15:05:00,Mike DeWine,Republican,NA,NA
974,128962,Caregivers like Mary Daniel have demonstrated courage and resilience during this pandemic. I was proud to name Mary to my Task Force on the Safe and Limited Re-Opening of Long-Term Care Facilities in Florida so we can explore how to safely reunite families.,2020-08-09 19:01:42,Ron DeSantis,Republican,NA,NA
59,121654,"Here’s the simple truth: Illinoisans want widespread use of face masks and physical distancing in public – and that’s the core of what this 
@IDPH
 rule is about.",2020-08-09 22:12:49,J. B. Pritzker,Democratic,NA,NA
237,166472,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,2020-08-10 13:01:10,Muriel Bowser,Democratic,NA,NA
403,27491,We are amazed by our schools and how they are adapting and handling this crisis. We want to give them a shout out. Send us your school mask and you may just spot it on our next press conference or around the Capitol. #MaskUpKy #HealthyatSchool,2020-08-10 13:15:20,Andy Beshear,Democratic,NA,NA
80,45685,"4,933 small business received a grant.
 Grants went to businesses in every county.
 51% of grants went to historically disadvantaged businesses.",2020-08-10 14:14:04,Tom Wolf,Democratic,NA,NA
534,86834,The deadline for completing the #2020Census is approaching quickly - and it is critical that every Kansan responds. Census participation determines the amount of representation our state has in Congress as well as funding for essential services.,2020-08-10 17:32:55,Laura Kelly,Democratic,NA,NA
168,13222,"Arizona, let’s continue to stay physically distant and mask up!",2020-08-10 19:44:27,Doug Ducey,Republican,NA,NA
275,121638,"I’m incredibly proud that even in tough financial times for the state, we used our federal resources to build the largest pandemic housing stability program of any state in the nation.",2020-08-10 22:25:25,J. B. Pritzker,Democratic,NA,NA
415,63396,"Anne E. Perreira-Eustaquio will serve as acting director for 60 days, or until the position is filled. She has served as DLIR’s deputy director since Oct. 1, 2019. 

Read more: https://governor.hawaii.gov/newsroom/latest-news/governors-office-news-release-gov-ige-announces-cabinet-appointments/…",2020-08-10 22:30:34,David Ige,Democratic,NA,NA
585,4165,"During the press conference, we also discussed:
 Georgia’s hospitalizations are down by 10% over the past 10 days with plenty of capacity at Piedmont & 
@GWCC_ATL
. 
 The curve has flattened on the number of new cases in Georgia and the positivity rate continues to fall.",2020-08-10 23:57:37,Brian Kemp,Republican,NA,NA
975,190293,"It’s appalling that Senate Republican legislators just voted down a commonsense fix to the unemployment process that would put money in people’s pockets faster. The bill would have eliminated red tape for education employees, freeing up staff to process other claims more quickly.",2020-08-11 0:32:01,Kate Brown,Democratic,NA,NA
973,89196,"Based on what we know today, we have 325 districts in the state who are planning to return full-time. That’s about 590,000 public school students or 38 percent.",2020-08-11 18:19:53,Mike DeWine,Republican,NA,NA
654,30552,"THREAD: While the current guidance in place for NH restaurants is not changing today, we will be kicking up our enforcement of restaurants and bars that fail to follow the state’s public guidelines.

This is all for one goal: keeping our people safe.",2020-08-11 19:33:27,Chris Sununu,Republican,NA,NA
12,30550,I’m asking NH Liquor Enforcement to increase their presence to ensure that all restaurants and bars in the state are following NH’s guidance documents. (/3),2020-08-11 19:33:28,Chris Sununu,Republican,NA,NA
557,139321,"Looking for some good news?

How about this from Tom Green County in Texas.

County Proposes LOWERING Your Taxes. 

https://sanangelolive.com/news/county/2020-08-11/county-proposes-lowering-your-taxes… via 
@San
 Angelo LIVE!",2020-08-12 3:17:57,Greg Abbott,Republican,NA,NA
150,166446,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,2020-08-12 13:01:46,Muriel Bowser,Democratic,NA,NA
972,114363,"The 
@US_EDA
 announced a $6 million grant to the city of Lexington, Missouri, to make critical water infrastructure improvements needed to protect businesses from future severe weather events. 
https://eda.gov/news/press-releases/2020/08/11/lexington-mo.htm…",2020-08-12 13:38:44,Mike Parson,Republican,NA,NA
414,190287,"Some earth-moving news: the legislature passed my request for 
@USGS_ShakeAlert
, an earthquake warning system also used by CA & WA. This early warning could help us reduce damage to important systems – and save lives. Make sure you're 2-week ready today!",2020-08-12 16:21:26,Kate Brown,Democratic,NA,NA
679,166443,"Due to inclement weather, firehouse testing will be closed for the evening. Please plan accordingly.",2020-08-12 16:51:50,Muriel Bowser,Democratic,NA,NA
917,101558,"NEW: School districts that cannot meet all health & safety standards for safe in-person instruction will begin their school year with ALL-REMOTE LEARNING.

Public school districts must show:
Plans for satisfying these standards
Anticipated date to resume in-person instruction",2020-08-12 17:14:09,Phil Murphy,Democratic,NA,NA
678,101557,"Our goal has not changed.

Our commitment to meeting the conditions on the ground with flexibility has not changed.

Our focus on protecting students, families, and educators has not changed.",2020-08-12 17:14:40,Phil Murphy,Democratic,NA,NA
531,27479,"It's important we reopen workplaces responsibly, and still use remote work options. The 
@KyChamber
 is offering guidance for returning to work safely. Visit http://kychamber.com/news/restartkentucky… or http://HealthyatWork.Ky.Gov for more.",2020-08-12 18:01:32,Andy Beshear,Democratic,NA,NA
647,86828,"At 9:30 a.m. tomorrow, August 13th, I'm joining teachers from across Kansas to hear about their schools reopening plans and how my administration can help protect faculty and students. Tune in live to watch the conversation at https://facebook.com/GovLauraKelly/",2020-08-12 21:21:38,Laura Kelly,Democratic,NA,NA
597,151365,"Maryland Reports Record Low 3.54% Positivity Rate, Hospitalizations Continue to Decline",2020-08-12 22:00:00,Larry Hogan,Republican,NA,NA
30,166439,"I'll be live shortly, at 6:30 pm, on 
@wolfblitzer
's 
@CNNSitRoom
.",2020-08-12 22:21:14,Muriel Bowser,Democratic,NA,NA
860,139318,Best wishes for a quick recovery Senator.,2020-08-13 1:41:31,Greg Abbott,Republican,NA,NA
552,114353,"As a third generation cattleman, watching the 
@missouri4h
 & 
@MissouriFFA
‘s Angus Show and visiting the Cattle Barns are always a highlight at the 
@MoStateFair
. #HomeIsHere",2020-08-13 14:35:58,Mike Parson,Republican,NA,NA
823,45671,"The health disparity report includes recommendations on six policy topics, ranked in order of urgency:

1. Housing
2. Criminal justice
3. Food insecurity
4. Health disparity
5. Education
6. Economic opportunities",2020-08-13 17:21:46,Tom Wolf,Democratic,1,NA
874,89158,I am challenging our colleges and universities to come up with ways to recruit more African Americans and other minorities to become teachers.,2020-08-13 18:35:26,Mike DeWine,Republican,NA,NA
528,89154,"I am challenging our 
@OHDeptofHealth
 and the 
@OhioEPA
 to do more to address the lead paint problem in Ohio.  It's terrible that in 2020 we still have children poisoned by led paint.",2020-08-13 18:41:46,Mike DeWine,Republican,NA,NA
807,30535,"When a school reaches an outbreak status, the school community will be notified along with close contacts. Public Health will provide public information with updates, and at that time, will recommend that the school transition to remote learning for a 14-day period. (4/4)",2020-08-13 20:02:15,Chris Sununu,Republican,NA,NA
901,131435,"In 2004, Oklahoma bridges were falling apart & we were ranked 49th in the nation for bridge conditions. 

Thanks to the hard work & dedication of 
@OKDOT
 employees & an unprecedented investment in our bridges by the legislature, we now rank 9th in the entire nation! #OKTopTen",2020-08-13 20:42:37,Kevin Stitt,Republican,NA,NA
49,119078,"Today I announced the recipients of $3.2 million in Downtown and Village Center tax credits to support 30 projects in 27 VT communities. The tax credits will support over $160 million in downtown, village center and rehabilitation projects. 

Read more 
https://governor.vermont.gov/press-release/governor-phil-scott-announces-over-3-million-downtown-and-village-center-tax-credits…",2020-08-13 21:02:28,Phil Scott,Republican,NA,NA
332,77344,"Nearly 70% of Washingtonians have filled out the Census. That puts us in the top 5 nationally. But we aren’t satisfied until everyone in our state is counted.

The deadline moved to Sep. 30. 

If you haven’t filled out the Census yet, now is the time.",2020-08-13 22:47:47,Jay Inslee,Democratic,NA,NA
383,101526,"All ballots being returned through the 
@USPS
 must:
Carry a postmark by November 3rd
Be received by the County Clerk no later than 8:00 PM on November 10th

Ballots which lack postmarks due to postal error received by 8:00 PM on November 5th will be considered valid.",2020-08-14 17:08:19,Phil Murphy,Democratic,NA,NA
906,82693,"Parents Agree: Let's Get Our Kids Back to School
https://news.sd.gov/newsitem.aspx?id=27160…",2020-08-14 18:48:14,Kristi Noem,Republican,NA,NA
779,27461,Watch today’s live 4 PM press conference:,2020-08-14 19:45:25,Andy Beshear,Democratic,NA,NA
266,43633,"Happy to be in Lewiston sharing in the joy of opening their new high school! After the ceremony, I sat down with Lewiston’s education leaders, Superintendent Ybarra, and SBOE President Debbie Critchfield for a roundtable discussion.",2020-08-14 20:17:49,Brad Little,Republican,NA,NA
928,23676,"I signed 2 EOs that jump started our mail in ballot process.

We are providing drop off sites and safe voting sites.

I signed legislation to double down on those commitments.

And have a provision that allows 17 extra days to collect ballots.

Because we believe in DEMOCRACY.",2020-08-14 21:02:05,Gavin Newsom,Democratic,NA,NA
563,10185,"The video playlist from the 2020 Governor's Summit on Innovative Education is now available!

Watch our conversations with education innovators like 
@khanacademy
's Sal Khan, 
@FIRSTweets
 founder Dean Kamen and 
@Curriki
 co-founder Scott McNealy. https://youtube.com/playlist?list=PLTqg3F6PU3LwBD_SADunZS6OXmAIhnHlR…",2020-08-14 21:05:20,Doug Burgum,Republican,NA,NA
620,114330,"We are providing 1.8 million cloth masks via 
@MoSEMA_
 to help schools with PPE procurement. This week, 
@MOEducation
 & SEMA continued working with schools on mask distribution and delivery.",2020-08-15 19:54:00,Mike Parson,Republican,NA,NA
304,13176,"This month, Arizona is proud to celebrate the 100th anniversary of the ratification of the 19th Amendment and recognize those who worked to secure this fundamental right. #WomensVote100 #SuffrageMonth",2020-08-16 16:55:08,Doug Ducey,Republican,NA,NA
560,131426,"It was an honor to visit 
@PeppersRanch
 yesterday to provide Okla foster children & their families with backpacks and supplies for the new school year. A special thanks to 
@OklaChildAdv
 for gifting backpacks & 
@feedthechildren
 for donating school supplies!",2020-08-16 19:12:36,Kevin Stitt,Republican,NA,NA
674,128933,(5/5): 26.4% of all hospital beds are available; 23% of ICU beds are also available. The pre-pandemic percentages were 12.6% of beds with 9.3% of ICU beds available.,2020-08-17 16:23:00,Ron DeSantis,Republican,NA,NA
630,55574,I’m signing the Virginia Clean Economy Act and other landmark legislation to drive new investments in renewable energy across the Commonwealth. WATCH HERE:,2020-08-17 18:39:20,Ralph Northam,Democratic,NA,NA
97,128929,Congrats to Daytona International Speedway and Challenge Daytona for hosting the December 4-6 2020 PTO Professionals from all over the world to compete for the $1 million dollar prize purse during the Challenge Daytona family festival weekend of races. Enjoy Florida!,2020-08-18 13:32:25,Ron DeSantis,Republican,NA,NA
607,55559,"These past few months have been incredibly difficult for everyone. 

People have lost their jobs. 
They have lost their businesses. 
And too many have lost their lives.",2020-08-18 14:02:27,Ralph Northam,Democratic,NA,NA
11,35310,"After securing the right to vote at home, Montana women trailblazers took the fight to the national stage until the 19th amendment was ratified on this day in 1920. We owe a debt of gratitude to the women of Montana who fought to protect and expand the right to vote.",2020-08-18 17:48:44,Steve Bullock,Democratic,NA,NA
905,114311,"Abbie’s calf, “Diesel” is a Hereford cross steer that weighed in at a whopping 1,410 lbs. Her little sister Sophia is watching and learning just in case she wants to show next year with 
@missouri4h
. #MoStateFair",2020-08-18 19:29:48,Mike Parson,Republican,NA,NA
264,97794,"The trailblazers who fought for equality at the ballot box were American heroes. We honor their struggle by continuing to work for a better and equal and just country. Find more information about the November election in New Mexico at http://nmvote.org.
#BeAVoter #VoteNM",2020-08-18 19:50:12,Michelle Lujan Grisham,Democratic,NA,NA
245,166396,LIVE: DC Businesses Economic Recovery Town Hall.,2020-08-18 20:04:02,Muriel Bowser,Democratic,NA,NA
207,30511,"100 years ago today the 19th Amendment was ratified, guaranteeing American women the right to vote. Today, we celebrate the brave women, including these suffragists photographed on the steps of the NH Historical Society, who fought to enshrine this right in our Constitution.",2020-08-18 20:11:10,Chris Sununu,Republican,NA,NA
122,108687,"I join with 
@AGWilliamTong
 in calling on the president to undo these harmful and unnecessarily destructive policies to the U.S. Postal Service.",2020-08-18 20:55:00,Ned Lamont,Democratic,NA,NA
162,166394,"2/ who overcame the unique dilemma of securing their rights from the very Congress that denied them a voice and a vote.
 
We urge Americans nationwide to consider that a century after the #19thAmendment was ratified, a monumental but incomplete victory for women,",2020-08-18 20:59:16,Muriel Bowser,Democratic,NA,NA
401,166392,"4/ it was a testament to the determination and strategizing of the statehood advocates and DC residents who, for decades, have organized, educated, and refused to accept second-class citizenship.",2020-08-18 20:59:17,Muriel Bowser,Democratic,NA,NA
438,121597,"Today we celebrate the 100th anniversary of the 19th Amendment — a cornerstone of women's equality. While the journey to achieve full gender parity continues, let's recognize that we a better nation when every person can exercise their fundamental right to vote.",2020-08-18 21:46:03,J. B. Pritzker,Democratic,NA,NA
537,159462,"Today we announced the addition of new communities to our Stop the Spread initiative, which provides free asymptomatic testing in targeted communities across MA.

In total, 20 communities are part of this program, which runs through September 12.
MORE: http://mass.gov/stopthespread",2020-08-18 21:58:43,Charlie Baker,Republican,NA,NA
47,124731,Virginia Smith was the first woman in Nebraska to be elected to the U.S. House of Representatives where she was a strong advocate for agriculture.,2020-08-18 22:07:19,Pete Ricketts,Republican,NA,NA
838,63380,"I also announced a delay in the resumption of trans-Pacific travel and said it will be delayed from a Sept. 1 start to at least Oct.1, at the earliest.",2020-08-19 3:38:02,David Ige,Democratic,NA,NA
916,153579,Executive Order JBE 2020-19 provides steps to improve state government by coordinating adaptation efforts more comprehensively across state agencies under the leadership of the state’s first Chief Resilience Officer (CRO). #lagov #lalege,2020-08-19 16:12:38,John Bel Edwards,Democratic,NA,NA
486,101465,Vote-by-mail has been used extensively across the country – including in the five states that almost exclusively use vote-by-mail for every election.,2020-08-19 17:04:43,Phil Murphy,Democratic,NA,NA
